id,name,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,statuses_count,verified,created_at,account_age_days,has_location,has_description,domain
58675816,🇬🇧UK in Japan🇯🇵,UKinJapan,Tokyo,"Official tweets from British Embassy Tokyo. 駐日英国大使館の公式Twitterです。@PaulMaddenUK もフォローして下さい。 For emergency help in Japan, visit our website👇",104732,200,1981,20,7498,True,2009-07-21T02:29:15+00:00,4063,True,True,Politics;Entertainment
38507958,Charlotte Ashley,chardyemm,"Appleby-in-Westmorland, England","Farmer, oddball, textile artist, runner",3179,2180,15,11856,9750,False,2009-05-07T20:19:28+00:00,4138,True,True,Sports
913972263355023360,Keep #Richonne Alive,TaeDeadWalking,,Hardcore TWD and Richonne fan. RJ's Fairy Godmother.,221,194,3,1590,2091,False,2017-09-30T03:42:23+00:00,1070,False,True,Sports
1298651549342797827,Kévinho,Kevinho26__,"Bretagne, France",qlf,21,377,0,0,0,False,2020-08-26T16:00:44+00:00,9,True,True,Politics
25330246,T. Boone Pickens,boonepickens,"Dallas, TX","Memorial account for T. Boone Pickens, 1928-2019. This account is now being maintained by T. Boone Pickens Foundation team members.",138703,453,1855,84,3033,True,2009-03-19T16:26:26+00:00,4187,True,True,Politics;Sports
1080865917377097728,Rep. Cindy Axne,RepCindyAxne,"Des Moines, IA",Proud to serve as the U.S. Representative from Iowa's Third Congressional District. #IA03,13443,392,369,220,1500,True,2019-01-03T16:38:10+00:00,610,True,True,Politics
428377986,OFFSET,OffsetYRN,in da streetz,OFFSET 1/3 OF @MIGOS ARTIST I FREESTYLE ALL MY SHIT,3078442,394,977,2117,17109,True,2011-12-04T17:53:24+00:00,3197,True,True,Politics;Business;Entertainment;Sports
48938064,SevenSentinels,SevenSentinels,Honolulu,External Follows Internal. Most POWERFUL #trading concept on Earth. Period. Proprietary Sentinels dvlpd over 4+ decades.http://t.co/Dae3mYn8zE Spec intro offer,29748,17534,294,2076,34220,False,2009-06-20T05:40:09+00:00,4094,True,True,Sports
774187063,BuzzFeed Food,BuzzFeedFood,"New York, NY","Open for breakfast, lunch, dinner and all the snacks you require in between.",280704,279,1875,513,15099,True,2012-08-22T17:58:59+00:00,2935,True,True,Politics
380468726,Mike Connolly,MikeConnollyMA,"Cambridge, Massachusetts","Attorney, activist, proud progressive Democrat and DSA member. State Representative for 26th Middlesex District in #Somerville & #CambMa.",8168,2128,177,15221,14852,False,2011-09-26T18:07:54+00:00,3266,True,True,Politics
142523508,Renata Sánchez,luribam,"México, D.F.",Docente. Farmacóloga. Madre de familia. Yellow Status Presenter. Younique fan and employe. Working from home. Creyente de Dios. Intolerante a la 4T,998,2092,0,23084,8659,False,2010-05-11T03:05:34+00:00,3769,True,True,Entertainment
309220197,REESE'S,reeses,"Hershey, PA",We're here to make you want a Reese's. Also here to talk about the perfect combo of Chocolate and Peanut Butter. Not Sorry. https://t.co/3HRPQ1cVdF,325827,1074,702,6549,17440,True,2011-06-01T18:47:31+00:00,3383,True,True,Business
404802175,Gary Kingsley,Gazzzzzy,,I'm totally awesome jj I'm good at everything,27,137,0,103,15,False,2011-11-04T12:43:21+00:00,3227,False,True,Sports
17856201,Emily Cunningham,emahlee,dxʷdəwʔabš land,Whistleblower. Founding member of @AMZNforclimate. Fired for raising the alarm about climate and covid-19. She/her.  PS I love you.,6918,2617,255,17306,14000,False,2008-12-04T01:47:02+00:00,4292,True,True,Entertainment
28283145,Jason Kaneshiro,jasonkaneshiro,"Honolulu, HI",Honolulu Star-Advertiser sports reporter,1761,699,51,1604,8117,True,2009-04-02T04:40:55+00:00,4173,True,True,Business
16439471,The Week,TheWeek,"New York, NY",All you need to know about everything that matters.,131819,1694,4049,3311,106611,True,2008-09-24T19:33:22+00:00,4363,True,True,Politics;Business
69478952,Ronna DeLoe,RonnaDeLoe,,"Author, photographer & professional pianist;creative & legal writing, avvocatessa. #LuvMyDogs #VoteBlue #Resist #Impeach45 #WorstPrezEver #FightALLBigotry #BLM",1813,4399,21,11833,15588,False,2009-08-28T02:21:05+00:00,4025,False,True,Sports
146039230,ThåtKëëñÔbžėrvėr!,iamhordmax,Lagos • Nairobi • Maidenhead,• Blũnt & Ôbsėrvañt • #Aqũariũs #Photography • Skype: hordmax •— got a strong small-circle. Just follow. . .,552,682,1,252,15078,False,2010-05-20T13:16:11+00:00,3760,True,True,Business
1202126714219794433,Ram V,MaximizeRam,"Pune, Maharashtra ,India",,37,329,0,321,49,False,2019-12-04T07:25:30+00:00,275,True,False,Politics
2735037088,BlazeFK 🇳🇴,BlazeAFC,"Molde, Norge",| @Arsenal FT is undefeated,619,571,0,5553,7488,False,2014-08-06T11:55:57+00:00,2221,True,True,Sports
34430522,Blake Griffin,blakegriffin23,,,4479690,575,11533,785,2782,True,2009-04-22T22:51:03+00:00,4153,False,False,Politics;Business;Entertainment;Sports
198975780,Jordan,Jumpman23,,#JUMPMAN,4073985,140,5975,5622,10229,True,2010-10-05T18:27:05+00:00,3622,False,True,Politics;Business;Entertainment;Sports
18467507,Becky Padilla,manteifan,Phoenix,"A mom, wife and grandma. I work as a NICU nurse. Huge fan of baseball, #LivePD, music, aromatherapy and Reiki.",720,607,5,143670,8149,False,2008-12-30T02:47:00+00:00,4266,True,True,Sports
137515732,❤,Sherol94,🇹🇹,A series of random thoughts strung perfectly together to make no sense.,757,569,57,24297,27335,False,2010-04-27T00:05:09+00:00,3783,True,True,Sports
1129118395,Iván González,ivngzfz,Calahorra (La Rioja),Entrenador Personal  Licenciado CCAFD. Magisterio E Física.,108,448,0,100,46,False,2013-01-28T20:17:41+00:00,2776,True,True,Sports
32660559,Wizkid,wizkidayo,STARBOY⭐️🌹,https://t.co/yYxnSrtU2Z,7025632,1444,8870,880,52520,True,2009-04-17T23:32:29+00:00,4158,True,True,Politics;Entertainment;Sports
1017100433028976640,Murat Bilge Kelce,BilgeKelce,around the world.,,66,1384,0,32,16,False,2018-07-11T17:36:54+00:00,786,True,False,Politics
115298732,ABHISHEK SHARMA,a13332009,"New Delhi, India","Human, Searching for meaning of life, Value investor in the making.",3,79,0,52,2,False,2010-02-18T06:55:56+00:00,3851,True,True,Entertainment
2558684335,Telangana CMO,TelanganaCMO,Hyderabad,"Official account of CMO Telangana. Maintained by IT, E & C Dept, Telangana State.",982737,27,380,87,6132,True,2014-06-10T09:58:50+00:00,2278,True,True,Politics
1059325677202157568,TXT JAPAN OFFICIAL,TXT_bighit_jp,,#TOMORROW_X_TOGETHER JAPAN OFFICIAL TWITTER,880847,3,2082,0,381,True,2018-11-05T06:04:57+00:00,669,False,True,Politics;Business
266299139,Bajamamut 🏛 #FALGM #YoNoVoto #LibertadColectiva,Bajamamut,"Madrid, España",Repúblico|Abstencionario|Jugón|Viciado|Nogueimer| Socio Nº 127 del Club de Fans de Cálico Electrónico. Sano de Schrödinger: Sano y contagiado al mismo tiempo.,596,1663,5,32449,46332,False,2011-03-15T00:50:14+00:00,3461,True,True,Sports
927325603589652482,Kala 🦕,kalasaurus,"Ohio, USA",I'm here for the drama. Biracial & bisexual 🌈♥️🦄 (she/her),2824,4569,4,152027,39226,False,2017-11-06T00:03:47+00:00,1033,True,True,Entertainment
1106262387106238464,Qurban,Qurbana10,,hi friend,22,184,0,135,34,False,2019-03-14T18:34:41+00:00,540,False,True,Entertainment
14364779,Callaway Golf,CallawayGolf,"Carlsbad, CA",Official Twitter account of Callaway Golf. Follow us on Instagram: https://t.co/KdYhSNyFCm,358181,588,2291,16609,21894,True,2008-04-11T21:27:26+00:00,4529,True,True,Politics
2217998766,Michael Frost,mphrost,"Kansas City, MO",I listen. I think. I laugh out loud.,81,664,11,3086,3989,False,2013-11-27T15:43:24+00:00,2473,True,True,Politics
2229469195,Cary Whorton,carebearcards,,Fulltime party guy hard core ST.LOUIS CARDINALS & MIZZOU TIGERS fan! A lover of allthings CHUCK NORRIS ! I ate the last slice of pizza I really miss NFL in ST.L,829,3127,7,4074,11435,False,2013-12-04T07:24:17+00:00,2466,False,True,Sports
1194582374,Billboard AR,BillboardArg,Argentina,Lo mejor de la música 🎶  Best in Music @billboard @billboardlatin @billboardcharts #latinfest #womeninmusic https://t.co/DRgV7AU8mZ,173343,1673,159,8100,20365,True,2013-02-18T19:28:22+00:00,2755,True,True,Business
3615920477,Ingrid Coppock,MissCoppock,,Ohio University | Patton College of Education | Early Childhood Education Major | Student Early Childhood Organization Exec Member | UNICEF | XΩ,23,44,0,6,11,False,2015-09-11T02:44:25+00:00,1820,False,True,Politics
2157651508,Erling Haaland,ErlingHaaland,,@BVB,314106,6,228,1724,143,True,2013-10-28T19:57:26+00:00,2503,False,True,Politics;Sports
1214847550265671680,Bonny Kessy,kuntabony,,@arsenal ❤⚽,28,119,0,2857,19,False,2020-01-08T09:53:37+00:00,240,False,True,Sports
1694444598,факу Унтэр,facuunter9,"Doral, FL","20| Enfermo del basquet ex #9 DSL| Promo '17| Si no te produce algo, no es importante| Boca sos mi vida| I used to live in Argentina, now I live in USA",590,2257,0,46021,6041,False,2013-08-23T18:10:03+00:00,2569,True,True,Entertainment
2302219266,Olga Serebrenitskaya,serebrenitska,"Houston, TX","Тот, кто не учится у истории, обречен на её повторение.",148,475,2,342,2355,False,2014-01-21T00:22:51+00:00,2418,True,True,Business
20810902,Marc Schwartz,Marc_J_Schwartz,"New York, NY","I'm That Guy: CBS News Overnight Assignment Editor (National Desk). Retweets don't=endorsements, but hey, do you really want my endorsement? Former: MSNBC/AJAM",702,1755,21,8877,4457,False,2009-02-13T21:56:15+00:00,4221,True,True,Entertainment
16254828,CharuJ,CharuJoneja,India,,52,62,3,2,913,False,2008-09-12T09:59:14+00:00,4375,True,False,Entertainment
24719760,DJ CLUE,DJCLUE,THe Mecca Of The World,C.E.O OF NYC...I Just Run The Town..I Don't Do Too Much Jogging ! DJCLUEBOOKINGS@GMAIL.COM,1107048,500,4157,16,40030,True,2009-03-16T16:29:17+00:00,4190,True,True,Politics;Business;Entertainment
44452312,"Myron Rolle, MD",MyronRolle,"Boston, MA",Believer. Neurosurgery Resident at Harvard/The Massachusetts General Hospital. MLR Foundation Chair. Rhodes Scholar. Former NFLer. #2%,39210,437,771,582,8889,True,2009-06-03T20:44:01+00:00,4111,True,True,Business
1253749753839525888,Lidia Boccardi,BoccardiLidia,,,7,58,0,42,14,False,2020-04-24T18:17:06+00:00,133,False,False,Sports
2617066206,Dr. Ramesh Pokhriyal Nishank,DrRPNishank,,"Union Cabinet Minister for Education, Government of India | Former Chief Minister of Uttarakhand | Author of 75 books | MP Haridwar.",802587,329,289,19268,28457,True,2014-07-11T10:12:50+00:00,2247,False,True,Politics;Business;Entertainment
1224101197621219328,DadoWho?,DadoWho,Florence,"I like spaghetti, and listen Amelie, Nicole, Nina, Deborah.",24,413,0,562,123,False,2020-02-02T22:44:16+00:00,215,True,True,Politics
2455740283,MrBeast,MrBeastYT,Follow me for a cookie,I want to make the world a better place before I die.,7089730,1310,1296,26904,3610,True,2014-04-21T00:28:42+00:00,2328,True,True,Politics;Business;Entertainment;Sports
64798737,Marcelo Ebrard C.,m_ebrard,Ciudad de México,Secretario de Relaciones Exteriores de México,1957933,1082,6702,1249,9913,True,2009-08-11T19:31:27+00:00,4042,True,True,Entertainment
1031452291092684800,Dee,iamdeebanks,"Tema, Ghana",,958,889,0,2943,505,False,2018-08-20T08:06:04+00:00,746,True,False,Politics
1877590868,Harry Maxwell Taylor JR.,taylorharry88,"Jersey City, New Jersey","Queen Bee said - I'm so nice, I'm everybody type, goddamn right I'm so nice, Jesus Christ, I'm better than the hype, I give you life. 🎥❤✊🏾",487,1385,6,2688,3402,False,2013-09-18T01:38:25+00:00,2543,True,True,Business
26684668,Кэмерон Дутро,camertron,"Benicia, CA",Software engineer at Quip. See also @catwithtail.,2907,755,64,2647,8122,False,2009-03-26T04:02:33+00:00,4180,True,True,Entertainment
189206060,Productos y Mercados,pymcom,españa,Director de Jose Manzanares EAFI Experto en bolsa y ETFS Profesor del IEB Autor del libro Los Datos Macro Americanos y validador de STO Security Token Offered,3354,2787,152,4336,44164,False,2010-09-10T17:12:39+00:00,3647,True,True,Sports
1133010651968729089,Brady sirkus,BradySirkus,,,10,597,0,172,30,False,2019-05-27T14:02:44+00:00,466,False,False,Business
16787084,Ed Morrissey,EdMorrissey,http://goingredbook.com/,"Your favorite sweet summer child. Undisputed Grand Master of the Sistine Selfie. Senior editor, Hot Air. Author, Going Red. Is Gaeilgeoir mé.",66416,2084,1909,3805,174964,True,2008-10-15T16:57:09+00:00,4342,True,True,Entertainment
836968183680614400,Baseball Hall Digital Collections,HofDigital,"Cooperstown, NY",Highlights from @baseballhall's Digital Collections.,2413,197,71,442,506,True,2017-03-01T15:55:39+00:00,1283,True,True,Sports
54951973,Mary J. Blige,maryjblige,,https://t.co/sWkfyLvHdo,6057143,323,17401,259,7063,True,2009-07-08T16:48:22+00:00,4076,False,True,Politics;Business;Sports
1281322726406254593,M. H. J,MHJ17539941,,فقط الله ( just god ),169,793,0,466,22,False,2020-07-09T20:22:32+00:00,57,False,True,Politics
226944459,#OriginalCopy 🧁,cuppymusic,,"DJ, Producer, & Philanthropist 🇳🇬 Email: bookings@cuppy.co.uk",2193233,232,313,12078,16589,True,2010-12-15T13:59:30+00:00,3551,False,True,Politics;Sports
1247071231813304327,John,John28099718,,"Science, history, politics, and everything in between. Scientist.",23,499,0,5385,1293,False,2020-04-06T07:59:06+00:00,151,False,True,Business
39275966,Robert Herjavec,robertherjavec,Wherever I need to be.,"Dad, Husband, Founder & CEO of global cybersecurity firm @HerjavecGroup, Shark on ABC’s Shark Tank, Former Dragon, Author",813859,166,4298,174,15074,True,2009-05-11T15:49:08+00:00,4134,True,True,Politics;Business
63399487,Lee Alexander,brightsidecoach,Australia,,1126,1249,31,1159,2578,False,2009-08-06T06:55:56+00:00,4047,True,False,Sports
4898091,Financial Times,FinancialTimes,London / New York / Hong Kong,"The best of FT journalism, including breaking news and insight",6676332,844,41532,71,281238,True,2007-04-16T16:54:19+00:00,4890,True,True,Politics;Business;Entertainment;Sports
21041321,Ted Fine,finetedfine,New York,Head of global partnerships for Bloomberg News.,1721,435,58,321,3513,False,2009-02-16T23:15:16+00:00,4218,True,True,Politics
148248527,Mohanlal,Mohanlal,God's Own Country,A Proud and Blessed Indian! A part of the Indian Movie Fraternity from God's Own Country.,6121197,142,1759,160,1829,True,2010-05-26T06:26:08+00:00,3754,True,True,Politics;Entertainment
720135190916366336,Thane City Police,ThaneCityPolice,Thane,"This is the official handle of Thane City Police. For any emergency, dial 100",97940,30,88,2114,38025,True,2016-04-13T06:23:03+00:00,1605,True,True,Entertainment
1297132458106814466,Bob Stephens,BobStep34308097,,,29,148,0,1,0,False,2020-08-22T11:24:35+00:00,13,False,False,Entertainment;Sports
1002500058,Transfer HQ,Transfer__HQ,,Your home for all the transfer news from the world of football. *unofficial account* Contact: socialmah@gmail.com,172540,26,740,2,40654,False,2012-12-10T21:02:35+00:00,2825,False,True,Sports
49883265,Michael Silver,MikeSilver,California Republic,13-plus years at Sports Illustrated. Six as a DotCom Don. Now loudly dispensing real talk on a television near you. Unfollow me. https://t.co/eerZ10pZdX,190144,997,4288,100,147512,True,2009-06-23T04:23:41+00:00,4091,True,True,Entertainment;Sports
78100510,MIT Sloan Experts,mitsloanexperts,"Cambridge, MA",Research and commentary from @MITSloan business and management experts plus current events of interest to global business leaders.  Ideas made to matter.,6979,3445,381,2108,23831,False,2009-09-28T19:34:14+00:00,3994,True,True,Politics
18863815,Coldplay,coldplay,Harveytown,The official Twitter of the band Coldplay,23362332,740,43251,1150,8060,True,2009-01-11T11:04:45+00:00,4254,True,True,Politics;Business;Entertainment;Sports
